Paper ID,Title,Type,Title to Check,Abstract
2004-0001,A Bibliometric Analysis of Disciplinary Self-Reflection in Communication Studies,  Individual Submission type: Paper,A Bibliometric Analysis of Disciplinary Self-Reflection in Communication Studies,"This paper reports the results of a bibliometric analysis of the patterns of co-citation among the authors most cited by the 121 articles that also refer to a special symposium issue of Journal of Communication (JoC), published in 1983, called 'Ferment in the Field.' This symposium, in attempting to make sense of the potential implications of 'critical theory' for communication studies as a field at that time, is argued to constitute a moment of 'disciplinary self-reflection' whose subsequent employment within the communication studies literature indicates the reflexive concerns of the discipline. The analysis conducted here suggests that disciplinary self-reflection in communication studies includes both epistemological-ideological and structural-functional critiques of the discipline. This analysis underscores the tensions between two views of what communication 'in the public interest' entails: on the one hand, a gimlet-eyed appraisal of the vagaries of media power; on the other, a pragmatic and useful program that contributes to policymaking and interdisciplinary inquiry."
2004-0051,A Meta-analysis of Journal Articles Intersecting Issues of Internet and Gender,  Individual Submission type: Paper,A Meta-analysis of Journal Articles Intersecting Issues of Internet and Gender,"During the past several years, the propagation and mainstream acceptance of the Internet has been a hot topic addressed in media, business, and scholarly environments. Academic journals are one source of scholarly information on the Internet, and have provided some broad research on this topic. Journals in the disciplines of communications, social sciences, and technology have addressed the various issues around Internet technology. One of the main issues of concern around the Internet has been the idea of a digital divide, or a gap in access and usage patterns based on social/cultural status, including gender, income, race, education, and age.

Internet usage of males and females in the United States has been increasing to a point of equity in recent surveys. But many studies still point to differences in usage of and representations within technology that can lead to disenfranchisement and inequity. By framing the gender gap in Internet usage as all but eliminated, continued research could be discouraged regarding gender differences beyond access and how this new type of divide is manifesting itself toward the potential of Internet. This study looks at the evolution of articles that deal with the gender implications of the Internet in journals in the fields of communications, gender studies, and technology and society."
2004-0101,A smoker is never alone: Test of a typology of social influences on smoking cessation,  Individual Submission type: Paper,A smoker is never alone: Test of a typology of social influences on smoking cessation,"The operationalization of social influence in the theory of planned behavior is very limited. Only the perception is measured whether important others would approve or disapprove it if a person performs a certain behavior. However, more types of social influence can be discerned and it is hypothesized that the conceptualization of the social factor should be broadened. A typology of social influences on smoking cessation is outlined and is tested on 2,703 Dutch smokers. This study shows that several social factors influence the intention to quit smoking. These effects are not completely mediated by the variables of the theory of planned behavior. The consequences for health campaign strategies are described. Most likely, the same holds for other behaviors as well, but the relative importance of the various social influences varies dependent on the behavior and population under study."
2004-0151,Can U.S. Entertainment TV Programs InfluenceThe Culture Of Young Adults Overseas?,  Individual Submission type: Paper,Can U.S. Entertainment TV Programs InfluenceThe Culture Of Young Adults Overseas?,"Shortly after the September 11 terrorist attack, the U.S. government began wondering what can be done to influence the attitudes toward the U.S. of the wary and sometimes angry Muslim youth abroad. During the month of November 2001, news reports revealed that the U.S. government, together with Hollywood executives, had determined that this objective could be achieved by:

1. Exporting such entertainment networks as MTV to the Muslim parts of the world;
2. Establishing American AM-FM radio stations specifically targeting Muslim youth; and
3. Beaming American television programs via a newly established satellite-based television network that will compete with Al-Jazeera, a TV network that became very visible after September 11 due to its ubiquity in the Arab world.

This paper asks: Can imported TV programs influence the local audiences who watch them? If so, then what is the process of influence that is at work? And who are the audience members most likely to be influenced by the foreign TV shows?

This paper presents the results of an integrated theoretical model stemming from a research program devoted to this very topic."
2004-0201,Contesting Narratives of Workplace Maternity,  Individual Submission type: Paper,Contesting Narratives of Workplace Maternity,"Our paper situates discourses and practices of workers, paid work, and wellness within contemporary organizational imperatives. Through a case study of a woman whose ability to work was compromised by complications associated with pregnancy, we show that maternity in the workplace is connected with deviance, sexuality, the feminine, unreliability, illness, and disability. To promote change, organizational and health communication researchers must construct multiple creative narratives about pregnancy in the workplace and maternity leave that decenter the master narrative and replace it with stories rendering bodily variation as normal."
2004-0251,Dialogic Development and the Elusive Digital Divide: European Union's Alliance for Information Society in Latin America,  Individual Submission type: Paper,Dialogic Development and the Elusive Digital Divide: European Union's Alliance for Information Society in Latin America,"With a dual understanding of the digital divide  as signifier for uneven IT access and use, but also for re-mapped political and economic boundaries in the Information Age, this paper examines the discursive construction of the term as introduced by the European Unions Alliance for the Information Society with Latin America (@lis). The juxtaposition of the need to bridge the digital divide with calls for liberalization of Internet markets prompts a peculiar conceptualization of the phenomenon itself  as a knowledge rather than an access gap, and as a result, poses certain questions about the ways in which power and control are re-articulated via such development programs. Drawing on a Marxist framework that exposes the exclusionary dimension of liberalization policies, I point to the emergence of a hybrid discourse, where the digital divide is simultaneously addressed and produced. Specifically, I suggest that, while @lis responds to the issue of an international digital divide, its intended modus operandi harbors the possibility for domestic divides, and therefore, the reproduction of inequalities in local contexts."
2004-0301,Efffects of Sex and Proxemics on Perceptions of Leadership,  Individual Submission type: Paper,Efffects of Sex and Proxemics on Perceptions of Leadership,"Regarding the use of heuristics to form opinions about leadership, past research has found that nonverbal cues can influence how we think of a particular person as possessing leadership qualities, with perceptions of women as leaders influenced by gender stereotypes that counter traditional ideas relating leadership with masculinity. Two experiments were conducted to explore the effects of persons sex and seating arrangement on subjects perceptions of leadership. Results conflict with prior findings indicating gender bias against women: Subjects chose a person shown seated at the head of the table as the leader of a group regardless of that persons sex. Findings indicate that perceptions of leadership might be changing, with the nonverbal cue of seating arrangement serving as a more important heuristic in the determination of a groups leader."
2004-0351,First- and Third-Person Perceptions of HIV/AIDS messages and HIV/AIDS prevention in Zambia,  Individual Submission type: Paper,First- and Third-Person Perceptions of HIV/AIDS messages and HIV/AIDS prevention in Zambia,"Preventing the spread of HIV and promoting HIV testing has become paramount to the survival of Africa nations such as Zambia. Communication campaigns to prevent the spread of HIV and to promote testing are abundant, yet not enough Zambians have adopted the promoted behaviors, and as a result, the spread of HIV continues to rise. Researchers must examine how individuals respond to campaign messages within a cultural context to inform the use of such campaigns in promoting health behavior change. This paper examines the extent to which HIV prevention and testing behaviors are predicated on the perceptual gap, which is the difference in the estimated impact of messages on the self versus others. The behavioural hypothesis of the third person perception suggests the perceptual gap is a better predictor of peoples behaviors than their exposure to media messages. In a collectivistic culture, the notion of the third person perception and the behavioural hypothesis take on particular importance. In a study of the impact of HIV/AIDS messages on 344 Zambian college students, I examine first- and third-person perceptions of HIV/AIDS messages, focusing on the differences in the estimated impact of the messages in Public Service Announcements (PSAs) versus those presented within a local serial drama. I also examine the perceptual gap, message exposure and other important health behavior change concepts as predictors of condom use and intentions and HIV testing and intentions, examining sex differences. Theoretical and practical implications are discussed."
2004-0401,"Habitus, Symbolic Power, and Hegemony: A critical examination of the news medias framing of the African AIDS crisis",  Individual Submission type: Paper,"Habitus, Symbolic Power, and Hegemony: A critical examination of the news medias framing of the African AIDS crisis","Abstract

News making is not random but patterned and socially conditioned systems for the reproduction of knowledge, which fits well with the existing power structures in U.S. society. Especially given the growing power of the corporate mainstream media in the United States, this research examines the ideological functions of news medias ""classifying out the world"" (Hall, 1978) and ""definitional control"" (Schiller, 2000). It explores the systematic news framing process, in which some occurrences are selected, given meaning, and made more salient. This study analyzes U.S. newspapers framing of the AIDS situation in Africa, in relation to drug patents there, within the context of widespread global information imbalances. The relationship between Africas AIDS situation and international regulations on drug patents is highly significant, due to the fact that formerly colonized countries are largely excluded from the benefits of scientific innovations due to the reinforcing of a ""postcolonial hierarchy,"" in terms of both world information flows and economy.
This research conceptualizes public health, specifically Africas AIDS -- the site of more than two-thirds of the worlds HIV-infected people -- as a social and historical construct bounded by postcolonial globalization. By applying such critical concepts as ""hegemony"", intellectual authority, ""habitus,"" and ""symbolic power to news framing analysis, this work examines how the AIDS-drug patent issue has been culturally and socially constructed through news discourse. It criticizes the ways in which such news reporting in mainstream U.S. newspapers depicts these complex issues and compares this reporting with alternative medias treatment of those issues."
2004-0451,Internationalism In Times of Hate: Anti-Racist Campaigns in European Football and in the USA After September 11,  Individual Submission type: Paper,Internationalism In Times of Hate: Anti-Racist Campaigns in European Football and in the USA After September 11,"This paper uses as its point of departure Iriyes conceptualization and history of internationalism to make the case that campaigns to discursively construct an internationalist ethic have become a popular means of responding to international crises deemed to originate in racial hatred and ethnocentrism. The two case studies being compared are those of Football Against Racism in Europe (FARE) and the American Ad Council. Iriye defines internationalism as an idea, a movement, or an institution that seeks to reformulate the nature of relations among nations through cross-national cooperation and interchange (Iriye, 1997, p. 3). The specific form of internationalism called cultural internationalism Iriye defines as a variety of activities undertaken to link countries and peoples through the exchange of ideas and persons, through scholarly cooperation, or through efforts at facilitating cross-national understanding. Cultural internationalists believe that such activities maintain international peace. Iriye says the phenomenon originated in the late 1800s in North America and Europe to counteract the seemingly endless preoccupation of the great powers with military strengthening and colonial domination. Its popularity as an ethic has steadily grown over the last 100 years, and the most visible examples of that include the League of Nations, the United Nations system, and the growth in a number of practices, such as international student exchanges and international professional associations and conferences. However, the persistence of international war and inter-ethnic violence and other forms of hostility show that internationalism is still very much a work in progress. For its supporters it is an essential ethic if there is to be world peace. It has been the theme of mass media and education campaigns created in the wake of racial conflict that has plagued European football in recent years and of those media campaigns in the United States after the 2001 terror attacks. However, this paper scrutinizes the dynamic of how these campaigns are conceived and executed to question whether the motivation for such projects is mass persuasion (conversion of a mass of people to the logic of internationalism) or mass symbolism (demonstrating to the mass public that the sponsoring entity is itself not racist). The paucity of academic effects research on mass persuasion campaigns to change racial attitudes, the haste in launching such campaigns, and the failure to base such campaigns on in-depth planning are among the factors isolated for careful attention. This paper is part of the second phase of a multi-year project on the role of strategic communication programs in international relations. The first phase ran from 1998 to 2002 and resulted in the book Global Lies? Propaganda, the UN and World Order (London: Palgrave-Macmillan, 2003)  the first comprehensive analysis of the origins and ecology of the United Nations' public information program conducted by a scholar independent of the United Nations Secretariat."
2004-0501,Learning to Analyze Advertising,  Individual Submission type: Paper,Learning to Analyze Advertising,"Students who were involved in a year-long program of media literacy instruction integrated into high school English were compared to a matched control group who did not receive instruction in media literacy. Instruction was provided as a regular part of classroom instruction in English language arts by seven regular classroom teachers. Statistically significant differences were found in three measures of students critical thinking skills as they analyzed a print alcohol ad. Students in the treatment group showed higher scores measuring the ability to identify target audience, to describe construction techniques used to attract and hold attention, and to identify the implied message subtext. Compared to the control group, students in the media literacy condition also had greater knowledge of the pre-production and post-production components of the advertising production process."
2004-0551,Michel Foucault and Confessions of Jewishness in Post-1967 Israeli Cinema,  Individual Submission type: Paper,Michel Foucault and Confessions of Jewishness in Post-1967 Israeli Cinema,"In this paper, I examine the representations of religious identity in post-1967 Israeli cinema. More specifically, I explore the social and cultural conditions within Israeli society that made the discursive construction of Jewishness central to the struggle for power. In so doing, I will apply Michel Foucaults work in The History of Sexuality, Volume I on the incitement to discourse. Whereas in the previous, Statist dominated era, Israeliness was measured in terms of quasi-religious devotion to the state and difference was ascribed to those groups who refused to sublimate their traditional or religious definitions of Judaism to the Zionist cause, Israel in the late 1960s and 1970s featured a less hierarchical system of power, with less repressive measures imposed on difference, where citizenship was discursively compelled to confess itself through its relationship to its Jewishness and this, in turn, became the terrain on which power was struggled over. As with other institutions, the media became a site of struggle where Jewishness was both compelled to confess itself and where resistance could be mounted via these same techniques of power. The incitement to confess ones Jewishness became both a means of subjugation and a source of identity politics for those forced to confess. As in the Statist period, Mizrachi Jews were the primary targets of the confessional technique, though now, for the first time, orthodox Jews also began to be recognized and interrogated."
2004-0601,Organizational Assimilation and Communication Technology Use,  Individual Submission type: Paper,Organizational Assimilation and Communication Technology Use,"Studies of organizational members socialization information-seeking have focused on traditional channels for uncertainty reduction (e.g., face-to-face communication and traditional technologies like employee handbooks) and on the experiences of newcomers. This investigation extends organizational socialization research by examining a variety of socialization experiences (not just those of newcomers) and considering Advanced Communication and Information Technology (ACIT) as an additional channel for socialization-related information. This study explored the relationship between three channels for information-seeking (face-to-face communication, traditional media, and ACIT) and perceived socialization effectiveness. Predictors of employee selection and use of ACITs also were examined, including perceptions of media richness and social presence, and user responses to their technology experiences were assessed among 405 employees of four organizations. Face-to-face communication is the most important predictor of assimilation effectiveness, followed by ACIT use. Least important are traditional technologies. Media characteristics, as elucidated in two prominent theories of organizational communication technology use, predicted individuals selection and use of ACITs. Finally, a typology of members behavioral responses to feedback regarding their ACIT use was derived, which revealed that users respond by continuing current practices, supplementing the channel, discontinuing use, expanding use, or learning new uses-or implement a variety of these."
2004-0651,Pour Some Sugar On Me: Nutritional Content of Foods Advertised During the Television Programs Children Watch Most,  Individual Submission type: Paper,Pour Some Sugar On Me: Nutritional Content of Foods Advertised During the Television Programs Children Watch Most,"This paper summarizes a content analysis of 426 food advertisements collected during the spring of 2003 from 40 hours of television programming popular with children ages 6-11. Type of food, health claims, meal status, eating locale, and character attributes were coded. In addition, nutritional information for advertised foods was obtained via the U.S. Food and Drug Administrations Nutrition Facts label, which has been mandatory on food packaging since May 8, 1994. Snack foods were advertised more frequently than meal foods, and the most frequently represented food categories were convenience foods, sweets, and soft drinks. The most nutritionally unsound foods were found in advertisements aimed specifically at children. Following a 2000-calorie-per-day diet composed entirely of these foods, a child would consume 130 percent of her daily limit of saturated fat, 124 percent of her daily sodium, and 180 grams (almost a cup) of refined sugar, but only 36 percent of her daily fiber and about half of her recommended daily dose of vitamin A. Discussion focuses on the status of foods advertised to general versus child audiences."
2004-0701,Reconsideration of question order effects on the third perosn effect,  Individual Submission type: Paper,Reconsideration of question order effects on the third perosn effect,"The purpose of the present paper is to provide a new theoretical framework for understanding the relation of question order effect to third person effect. This paper reviews previous third person effect and question order effect studies and then discusses underlying process of question order effect which may provide a theoretical bridge between question order effect and third person effect. Finally, the paper suggests a new approach to understand the relationship between question order effect and third person effect based on the attitude construal perspective."
2004-0751,Senses of Humor: The Validation of a Multi-factor Scale,  Individual Submission type: Paper,Senses of Humor: The Validation of a Multi-factor Scale,"To further understand individual differences in mass communication effects, this paper focuses on the development, testing, and validation of a humor appreciation scale. Several conceptual propositions are forwarded, including that humor appreciation is a multidimensional constructi.e., multiple senses of humor are possible. Data from three surveystwo student surveys and a general population survey--are examined, with results indicating that sense of humor may properly be viewed as multidimensional, and emergent humor dimensions may be validated with preferences for particular media content. Findings are compared to the initial set of propositions, and the usefulness of senses of humor as a communication trait is explored."
2004-0801,Televised debates and the public interest. Dysfunctional effects of televised debates on voters' knowledge of the state of the country,  Individual Submission type: Paper,Televised debates and the public interest. Dysfunctional effects of televised debates on voters' knowledge of the state of the country,"Televised debates are supposed to provide voters with political information that helps them to decide on a rational basis whom to vote for. Many studies have shown that voters do in fact learn from what is said during debates, e.g. about the positions advocated or the importance of political issues. Therefore, many researchers regard televised debates a useful feature of political campaign communication. What is not investigated in these studies, however, is the extent to which televised debates actually enhance voters' knowledge. We argue in this paper that a differentiation between learning effects (e.g. being able to repeat candidates' descriptions of the state of the country) and knowledge effects (improving understanding of the state of the country) is necessary because what people learn in televised debates might not necessarily leave them with a better basis for a rational voting decision.

In order to investigate that, we surveyed a sample of 75 voters immediately before, during, immediately after and five days after the second televised debate before the 2002 German national election. During the debate, viewers' reactions were measured using a real-time response measurement system (RTR). In the surveys, participants were asked to assess Germany's economic situation as compared to (a) the situation before the last national election in 1998 and (b) to other European countries. Our analysis shows substantial learning effects among viewers. But that does not mean that they improved their knowledge. In fact, knowledge about unemployment was actually worse after the debate among a substantial number of viewers. They were obviously misled by the candidates' selective presentation of facts. This means that televised debates sometimes can even reduce the knowledge of voters."
2004-0851,The Effectiveness of Retrospective and Anticipatory Self-referencing Ads,  Individual Submission type: Paper,The Effectiveness of Retrospective and Anticipatory Self-referencing Ads,"This study explores the effectiveness of retrospective and anticipatory self-referencing ads. The findings of this study show that individual differences in terms of femininity and masculinity can moderate the effectiveness of retrospective and anticipatory self-referencing ads and lead to either self-congruency or self-enhancement effects. Specifically, the findings suggest that feminine participants prefer ads that invite retrospective self-referencing to ads that encourage anticipatory self-referencing. The reverse pattern, on the other hand, has been found for masculine participants. In addition, this study shows that when participants are exposed to retrospective self-referencing ads, both feminine and masculine participants express a preference for ads that depict congruent self-images over those that depict incongruent self-images, exhibiting what is referred to in the literature as a self-congruency effect. In clear contrast, when exposed to anticipatory self-referencing ads, both feminine and masculine participants react more positively to ads that depict masculine traits -- traits that are believed to be associated with positive values -- than to those that portray feminine values, suggesting what is referred to as a self-enhancement effect."
2004-0901,The Internet as a Public Sphere,  Individual Submission type: Paper,The Internet as a Public Sphere,"This paper is an analysis of online discussion sections based on Jurgen Habermas theory of the public sphere. Using the key concepts of the theory of the public sphere, this paper examines discussion sections of three different web sites to see if they can be called as promising electronic public spheres, where constructive public discourses could occur. The selected discussion sections are: Online Community at www.oprah.com, The Opinion at www.theopinion.com, and Waking Life Forums at www.wakinglifemovie.com. In the analysis, the advantages and disadvantages of a virtual space in forming a public discourse are discussed. The needs of a mediator or a filtering system are further discussed at the end of the paper."
2004-0951,The Rise and Fall of Online Social Support: Group Level Predictors,  Individual Submission type: Paper,The Rise and Fall of Online Social Support: Group Level Predictors,"The sustainability of online social support groups is an important issue: The more new members are attracted and the more old members remain, the more benefits can be created through their communication for current and future participants. However, little attention has been given to the sustainability of online social support groups in the information systems and the communication literature. The present study tested a structural-functional model of online social support group (OSSG) sustainability with 116 OSSGs. Structurally, significant non-linear effects of group size and message volume on attraction rate and message increase rate were found. Group age and no-posting-period negatively affected OSSG sustainability. Functionally, symmetry was found increasing retention rate. The proportion of emotional social support comments significantly increased retention rate in physical illness groups, but not in mental illness groups. Primary results were discussed with secondary analyses, followed by practical implications of the findings and limitations for future research."
2004-1001,Toward the Philosophy of Public Relations in South Korea,  Individual Submission type: Paper,Toward the Philosophy of Public Relations in South Korea,"Since public relations was introduced to South Korea about five decades ago, it has grown and as a popular industry. However, the philosophy and values of public relations has not recognized, and the general population often have negative connotation about the profession. Based on the normative role and definition of public relations, I attempt to develop a philosophy of public relations in South Korea by exploring the body of knowledge of public relations, the history and current situation of the public relations in South Korea, and traditional Korean philosophy and cultural values. I suggest three values, dialogue and two-way communication, public interest, and openness and transparency, as foundation for the contemporary philosophy of public relations in the country."
2004-1051,Virtual Democratic Possibilities: Creating and Sustaining Informed Opinion Through Online and Face-to-Face Deliberative Polling,  Individual Submission type: Paper,Virtual Democratic Possibilities: Creating and Sustaining Informed Opinion Through Online and Face-to-Face Deliberative Polling,"This paper examines evidence from two parallel Deliberative Polls with representative national samples, one conducted face-to-face and the other conducted online. In both cases we investigate the impact of citizen deliberation on levels of knowledge and changes in opinion on foreign policy issues. Both the online and face-to-face polls had their own control groups that did not deliberate. We examine the differences in mode between online and face-to-face discussion, and their effects on opinion change and on political efficacy.
The online project is distinctive for a) overcoming the digital divide through the provision of computers to those respondents in the sample who did not have them b) overcoming the literacy divide through the provision of microphones so that the dialogue could be conducted verbally rather than through the exchange of text. c) its extension in time to cover the period both before and after the Iraq war. This extended period of deliberation allows us to examine whether it may be possible to approach effects online that are comparable to those achieved face-to-face over the intense but short period of a weekend.
We locate our results in the context of an ongoing debate in the field of public opinion. In our view, informed public opinion differs substantially from ""top of the head"" opinion in any given issue domain. Moreover, contrary to the conventional wisdom, our results suggest that so-called ""heuristics"" do not allow ordinary (i.e. uninformed) citizens to approximate the voting and policy preferences they would adopt if they were more informed."
